Episode No,Episode Link,Description
Episode 250,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-250-february-12-2016-full-episode/0-1-626,['Anita rebukes Vibhuti for suspecting her - Bhabi Ji Ghar Par Hai']
Episode 249,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-249-february-11-2016-full-episode/0-1-627,['Vibhuti sees Anita leaving with a stranger at night - Bhabi Ji Ghar Par Hai']
Episode 248,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-248-february-10-2016-full-episode/0-1-628,"[""Manmohan is shocked by Anita's attire - Bhabi Ji Ghar Par Hai""]"
Episode 247,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-247-february-09-2016-full-episode/0-1-629,['Vibhuti decides to commit suicide - Bhabi Ji Ghar Par Hai']
Episode 246,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-246-february-08-2016-full-episode/0-1-630,['Angoori uses sign language to communicate - Bhabi Ji Ghar Par Hai']
Episode 245,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-245-february-05-2016-full-episode/0-1-631,"[""Manmohan tries to expose Vibhuti's act - Bhabi Ji Ghar Par Hai""]"
Episode 244,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-244-february-4-2016-full-episode/0-1-632,['Vibhuti pretends to have injured his hands - Bhabi Ji Ghar Par Hai']
Episode 243,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-243-february-3-2016-full-episode/0-1-633,['Happu blackmails Manmohan - Bhabi Ji Ghar Par Hai']
Episode 242,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-242-february-02-2016-full-episode/0-1-634,['Anita holds Vibhuti responsible for the foul message - Bhabi Ji Ghar Par Hai']
Episode 242,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-242-february-02-2016-full-episode/0-1-634,['Anita holds Vibhuti responsible for the foul message - Bhabi Ji Ghar Par Hai']
Episode 241,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-241-february-01-2016-full-episode/0-1-635,['Anita and Angoori get nasty messages - Bhabi Ji Ghar Par Hai']
Episode 240,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-240-january-29-2016-full-episode/0-1-636,['Amma Ji avenges her insult - Bhabi Ji Ghar Par Hai']
Episode 239,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-239-january-28-2016-full-episode/0-1-637,['David wishes to take revenge on Anita - Bhabi Ji Ghar Par Hai']
Episode 238,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-238-january-27-2016-full-episode/0-1-638,['David sees Manmohan and Angoori together - Bhabi Ji Ghar Par Hai']
Episode 237,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-237-january-26-2016-full-episode/0-1-639,"[""David is shocked to find Anita in Vibhuti's house - Bhabi Ji Ghar Par Hai""]"
Episode 236,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-236-january-25-2016-full-episode/0-1-640,['Vibhuti introduces Angoori as his wife to David - Bhabi Ji Ghar Par Hai']
Episode 235,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-235-january-22-2016-full-episode/0-1-641,"[""Manmohan and Vibhuti's past-life romance - Bhabi Ji Ghar Par Hai""]"
Episode 234,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-234-january-21-2016-full-episode/0-1-642,"[""Manmohan tries to woo Anita in Angoori's past life - Bhabi Ji Ghar Par Hai""]"
Episode 233,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-233-january-20-2016-full-episode/0-1-643,['Angoori revisits her past life - Bhabi Ji Ghar Par Hai']
Episode 232,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-232-january-19-2016-full-episode/0-1-644,['Anita takes Angoori to her past life - Bhabi Ji Ghar Par Hai']
Episode 231,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-231-january-18-2016-full-episode/0-1-645,['Angoori faints on seeing grapes - Bhabi Ji Ghar Par Hai']
Episode 230,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-230-january-15-2016-full-episode/0-1-646,['Puttan gets arrested again - Bhabi Ji Ghar Par Hai']
Episode 229,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-229-january-14-2016-full-episode/0-1-647,"[""Puttan steals Anita's bangles - Bhabi Ji Ghar Par Hai""]"
Episode 228,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-228-january-13-2016-full-episode/0-1-648,['Puttan visits Angoori - Bhabi Ji Ghar Par Hai']
Episode 227,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-227-january-12-2016-full-episode/0-1-649,['The priest teaches Vibhuti and Manmohan a lesson - Bhabi Ji Ghar Par Hai']
Episode 226,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-226-january-11-2016-full-episode/0-1-650,['Vibhuti works tirelessly all day - Bhabi Ji Ghar Par Hai']
Episode 225,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-225-january-8-2016-full-episode/0-1-651,['Anita hypnotises Vibhuti to learn the truth - Bhabi Ji Ghar Par Hai']
Episode 224,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-224-january-7-2016-full-episode/0-1-652,['A hypnotised Angoori beats Manmohan black and blue - Bhabi Ji Ghar Par Hai']
Episode 223,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-223-january-6-2016-full-episode/0-1-653,['Vibhuti hypnotises Angoori - Bhabi Ji Ghar Par Hai']
Episode 222,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-222-january-5-2016-full-episode/0-1-654,"[""Gulkand takes Anita's measurements - Bhabi Ji Ghar Par Hai""]"
Episode 221,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-221-january-4-2016-full-episode/0-1-655,['Vibhuti decides to become a tailor - Bhabi Ji Ghar Par Hai']
Episode 220,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-220-january-1-2016-full-episode/0-1-656,['Angoori beats Vibhuti for holding Manmohan hostage - Bhabi Ji Ghar Par Hai']
Episode 219,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-219-december-31-2015-full-episode/0-1-657,"[""Amma Ji comes to Angoori's rescue - Bhabi Ji Ghar Par Hai""]"
Episode 218,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-218-december-30-2015-full-episode/0-1-658,"[""Vibhuti shows Bhoorey Lal footage of Angoori's crime - Bhabi Ji Ghar Par Hai""]"
Episode 217,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-217-december-29-2015-full-episode/0-1-659,"[""Vibhuti sees Angoori 'killing' a woman - Bhabi Ji Ghar Par Hai""]"
Episode 216,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-216-december-28-2015-full-episode/0-1-660,['Vibhuti spies on the Tiwaris- Bhabi Ji Ghar Par Hai']
Episode 215,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-215-december-25-2015-full-episode/0-1-661,['Vibhuti arranges snowfall in Kanpur - Bhabi Ji Ghar Par Hai']
Episode 214,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabiji-ghar-par-hai-episode-214-december-24-2015-full-episode/0-1-662,['Vibhuti and Manmohan get a kiss from their respective wives - Bhabi Ji Ghar Par Hai']
Episode 213,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-213-december-23-2015-full-episode/0-1-663,['Vibhuti and Manmohan dress up as Santa Claus - Bhabi Ji Ghar Par Hai']
Episode 212,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-212-december-22-2015-full-episode/0-1-664,"[""Vibhuti replaces Manmohan's perfume - Bhabi Ji Ghar Par Hai""]"
Episode 211,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-211-december-21-2015-full-episode/0-1-665,['Manmohan buys a perfume to attract Anita - Bhabi Ji Ghar Par Hai']
Episode 210,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-210-december-18-2015-full-episode/0-1-666,['Anita falls prey to a scam - Bhabi Ji Ghar Par Hai']
Episode 209,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-209-december-17-2015-full-episode/0-1-667,['Ranveer Singh dances with Angoori and Vibhuti - Bhabi Ji Ghar Par Hai']
Episode 208,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-208-december-16-2015-full-episode/0-1-668,['Manmohan and Vibhuti dress as thieves - Bhabi Ji Ghar Par Hai']
Episode 207,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-207-december-15-2015-full-episode/0-1-669,['Manmohan buys a diamond ring for Angoori - Bhabi Ji Ghar Par Hai']
Episode 206,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-206-december-14-2015-full-episode/0-1-670,['Vibhuti gets a diamond ring for Angoori - Bhabi Ji Ghar Par Hai']
Episode 205,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-205-december-11-2015-full-episode/0-1-671,['Saxena banishes Jhumma - Bhabi Ji Ghar Par Hai']
Episode 204,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-204-december-10-2015-full-episode/0-1-672,"[""Jhumma possesses Saxena's body - Bhabi Ji Ghar Par Hai""]"
Episode 203,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-203-december-9-2015-full-episode/0-1-673,"[""Jhumma plays with Mishras' and Tiwaris' psyche - Bhabi Ji Ghar Par Hai""]"
Episode 202,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-202-december-8-2015-full-episode/0-1-674,"[""Jhumma possesses Manmohan's body - Bhabi Ji Ghar Par Hai""]"
Episode 201,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-201-december-7-2015-full-episode/0-1-675,"[""Vibhuti tries to invoke his grandfather's spirit - Bhabi Ji Ghar Par Hai""]"
Episode 200,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-200-december-4-2015-full-episode/0-1-676,['Shiela and Prem prank Anita - Bhabi Ji Ghar Par Hai']
Episode 199,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-199-december-3-2015-full-episode/0-1-677,['Saxena flirts with Manmohan - Bhabi Ji Ghar Par Hai']
Episode 198,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-198-december-2-2015-full-episode/0-1-678,"[""Anita and Angoori test their husband's fidelity - Bhabi Ji Ghar Par Hai""]"
Episode 197,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-197-december-1-2015-full-episode/0-1-679,['Manmohan assumes that Anita is pregnant - Bhabi Ji Ghar Par Hai']
Episode 196,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-196-november-30-2015-full-episode/0-1-680,"[""December 15th's importance for Anita - Bhabi Ji Ghar Par Hai""]"
Episode 195,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-195-november-27-2015-full-episode/0-1-681,['Manmohan and Vibhuti hide Gulfam Kali - Bhabi Ji Ghar Par Hai']
Episode 194,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-194-november-26-2015-full-episode/0-1-682,['Anita and Angoori go for a ritual - Bhabi Ji Ghar Par Hai']
Episode 193,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-193-november-25-2015-full-episode/0-1-683,['Vibhuti does not wish to help Angoori - Bhabi Ji Ghar Par Hai']
Episode 191,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-191-november-23-2015-full-episode/0-1-685,"[""Vibhuti gets a job as Angoori's tutor - Bhabi Ji Ghar Par Hai""]"
Episode 190,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-190-november-20-2015-full-episode/0-1-686,['Two Sundaris show up - Bhabi Ji Ghar Par Hai']
Episode 189,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-189-november-19-2015-full-episode/0-1-687,['Manmohan invents Sundari to frame Vibhuti - Bhabi Ji Ghar Par Hai']
Episode 188,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-188-november-18-2015-full-episode/0-1-688,['Bhoorey Lal files an FIR against Manmohan - Bhabi Ji Ghar Par Hai']
Episode 187,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-187-november-17-2015-full-episode/0-1-689,['Bhoorey Lal bonds with Vibhuti - Bhabi Ji Ghar Par Hai']
Episode 186,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-186-november-16-2015-full-episode/0-1-690,['Bhoory Lal comes to visit Angoori - Bhabi Ji Ghar Par Hai']
Episode 185,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-185-november-13-2015-full-episode/0-1-691,['The Tiwaris and Mishras celebrate Diwali - Bhabi Ji Ghar Par Hai']
Episode 184,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-184-november-12-2015-full-episode/0-1-692,['Angoori turns into a kid - Bhabi Ji Ghar Par Hai']
Episode 183,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-183-november-11-2015-full-episode/0-1-693,"[""Manmonhan and Vibhuti's lies get revealed - Bhabi Ji Ghar Par Hai""]"
Episode 182,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-182-november-10-2015-full-episode/0-1-694,['Anita organises a press conference for Manmohan - Bhabi Ji Ghar Par Hai']
Episode 181,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-181-november-9-2015-full-episode/0-1-695,"[""Manmohan takes credit for Saxena's work - Bhabi Ji Ghar Par Hai""]"
Episode 180,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-180-november-06-2015-full-episode/0-1-696,['Manmohan secretly eats biryani - Bhabi Ji Ghar Par Hai']
Episode 179,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-179-november-5-2015-full-episode/0-1-697,['Manmohan goes on a hunger strike - Bhabi Ji Ghar Par Hai']
Episode 178,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-178-november-4-2015-full-episode/0-1-698,"[""Manmohan and Vibhuti oppose the flyover's construction - Bhabi Ji Ghar Par Hai""]"
Episode 177,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-177-november-3-2015-full-episode/0-1-699,['Vibhuti regains his memory - Bhabi Ji Ghar Par Hai']
Episode 176,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-176-november-2-2015-full-episode/0-1-700,['Vibhuti loses his memory - Bhabi Ji Ghar Par Hai']
Episode 175,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-175-october-30-2015-full-episode/0-1-701,['Manmohan and Vibhuti wait to break their fast - Bhabi Ji Ghar Par Hai']
Episode 174,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabiji-ghar-par-hai-episode-174-october-29-2015-full-episode/0-1-702,['Manmohan and Vibhuti struggle with their fast - Bhabi Ji Ghar Par Hai']
Episode 173,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-173-october-28-2015-full-episode/0-1-703,"[""The Mishras and Tiwaris observe 'Karva Chauth' fast - Bhabi Ji Ghar Par Hai""]"
Episode 172,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-172-october-27-2015-full-episode/0-1-704,['Angoori hits Happu while driving a car - Bhabi Ji Ghar Par Hai']
Episode 171,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-171-october-26-2015-full-episode/0-1-705,['Anita and Angoori demand a car from their husbands - Bhabi Ji Ghar Par Hai']
Episode 170,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-170-october-23-2015-full-episode/0-1-706,['Anita and Angoori pretend to be saints - Bhabi Ji Ghar Par Hai']
Episode 169,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabiji-ghar-par-hai-episode-169-october-22-2015-full-episode/0-1-707,['Manmohan and Vibhuti decide to donate their organs - Bhabi Ji Ghar Par Hai']
Episode 168,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-168-october-21-2015-full-episode/0-1-708,['Angoori and Anita compare their husbands to demons - Bhabi Ji Ghar Par Hai']
Episode 167,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-167-october-20-2015-full-episode/0-1-709,['A tiger appears at the prayer ceremony - Bhabi Ji Ghar Par Hai']
Episode 167,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-167-october-20-2015-full-episode/0-1-709,['A tiger appears at the prayer ceremony - Bhabi Ji Ghar Par Hai']
Episode 166,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-166-october-19-2015-full-episode/0-1-710,['Anita prepares for a night-long prayer ceremony - Bhabi Ji Ghar Par Hai']
Episode 165,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-165-october-16-2015-full-episode/0-1-711,['Manmohan loses consciousness - Bhabi Ji Ghar Par Hai']
Episode 164,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-164-october-15-2015-full-episode/0-1-712,['Vibhuti hides from the blood donation camp - Bhabi Ji Ghar Par Hai']
Episode 163,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-163-october-14-2015-full-episode/0-1-713,['Anita organises a blood donation camp - Bhabi Ji Ghar Par Hai']
Episode 162,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-162-october-13-2015-full-episode/0-1-714,['Manmohan and Vibhuti look for a burqa for Chhuttan - Bhabi Ji Ghar Par Hai']
Episode 161,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-161-october-12-2015-full-episode/0-1-715,['Chhuttan holds the Mishras and Tiwaris hostage - Bhabi Ji Ghar Par Hai']
Episode 160,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-160-october-9-2015-full-episode/0-1-716,"[""Chhuttan seeks shelter at Manmohan's house - Bhabi Ji Ghar Par Hai""]"
Episode 159,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-159-october-8-2015-full-episode/0-1-717,['Manmohan mistreats his new servant - Bhabi Ji Ghar Par Hai']
Episode 158,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-158-october-7-2015-full-episode/0-1-718,['Vibhuti loses his independence in gambling - Bhabi Ji Ghar Par Hai']
Episode 157,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-157-october-6-2015-full-episode/0-1-719,['Manmohan lures Vibhuti into gambling - Bhabi Ji Ghar Par Hai']
Episode 156,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-156-october-5-2015-full-episode/0-1-720,['Anita and Angoori punish their husbands - Bhabi Ji Ghar Par Hai']
Episode 155,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-155-october-2-2015-full-episode/0-1-721,"[""Vibhuti installs a chip in Manmohan's glasses - Bhabi Ji Ghar Par Hai""]"
Episode 154,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-154-october-1-2015-full-episode/0-1-722,['Vibhuti gives electric shocks - Bhabi Ji Ghar Par Hai']
Episode 153,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-153-september-30-2015-full-episode/0-1-723,"[""Anita and Angoori come to their husbands' rescue - Bhabi Ji Ghar Par Hai""]"
Episode 152,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-152-september-29-2015-full-episode/0-1-724,['Pammi traps Vibhuti and Manmohan - Bhabi Ji Ghar Par Hai']
Episode 151,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-151-september-28-2015-full-episode/0-1-725,['Pammi confesses her feelings for Manmohan - Bhabi Ji Ghar Par Hai']
Episode 150,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-150-september-25-2015-full-episode/0-1-726,['Angoori suspects that Manmohan likes Pammi - Bhabi Ji Ghar Par Hai']
Episode 149,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-149-september-24-2015-full-episode/0-1-727,['Vibhuti pretends to be a labourer - Bhabi Ji Ghar Par Hai']
Episode 148,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-148-september-23-2015-full-episode/0-1-728,['Manmohan insults Vibhuti for being unemployed - Bhabi Ji Ghar Par Hai']
Episode 147,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-147-september-22-2015-full-episode/0-1-729,['Anita and Manmohan plan to watch a Chinese film - Bhabi Ji Ghar Par Hai']
Episode 146,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-146-september-21-2015-full-episode/0-1-730,['Manmohan sells Chinese food - Bhabi Ji Ghar Par Hai']
Episode 145,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-145-september-18-2015-full-episode/0-1-731,"[""Manmohan's sudden affinity for 'Chinese' - Bhabi Ji Ghar Par Hai""]"
Episode 144,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-144-september-17-2015-full-episode/0-1-732,"[""Angoori pays ransom to Vibhuti's kidnappers - Bhabi Ji Ghar Par Hai""]"
Episode 143,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-143-september-16-2015-full-episode/0-1-733,['Vibhuti gets kidnapped - Bhabi Ji Ghar Par Hai']
Episode 142,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-142-september-15-2015-full-episode/0-1-734,['Amma Ji thrashes Manmohan for lying - Bhabi Ji Ghar Par Hai']
Episode 141,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-141-september-14-2015-full-episode/0-1-735,"[""Jagmohan's revenge on Vibhuti - Bhabi Ji Ghar Par Hai""]"
Episode 140,https://www.zee5.com/tvshows/details/bhabi-ji-ghar-par-hai/0-6-199/bhabi-ji-ghar-par-hain-episode-140-september-11-2015-full-episode/0-1-736,"[""Vibhuti's lie gets exposed - Bhabi Ji Ghar Par Hai""]"
